year,viewing_team_code,viewing_team_id,viewing_team_name,player_name,role,country,num_bids,last_bid_raw,last_bid_cr,bid_war,source
2024,LSG,966,Sunrisers Hyderabad,Arshad Khan,Bowler,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2024,LSG,966,Sunrisers Hyderabad,David Willey,Allrounder,England,1,2.00 Cr,2.0,won,cricbuzz_all_bids_playwright
2024,LSG,966,Sunrisers Hyderabad,Ashton Turner,Batter,Australia,1,1.00 Cr,1.0,won,cricbuzz_all_bids_playwright
2024,LSG,966,Sunrisers Hyderabad,Manimaran Siddharth,Bowler,India,15,2.40 Cr,2.4,won,cricbuzz_all_bids_playwright
2024,LSG,966,Sunrisers Hyderabad,Kartik Tyagi,Bowler,India,3,45.00 L,0.45,lost,cricbuzz_all_bids_playwright
2024,LSG,966,Sunrisers Hyderabad,Arshin Kulkarni,Allrounder,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2024,LSG,966,Sunrisers Hyderabad,Dilshan Madushanka,Bowler,Sri Lanka,17,4.40 Cr,4.4,lost,cricbuzz_all_bids_playwright
2024,LSG,966,Sunrisers Hyderabad,Shivam Mavi,Bowler,India,22,6.40 Cr,6.4,won,cricbuzz_all_bids_playwright
2024,LSG,966,Sunrisers Hyderabad,Alzarri Joseph,Bowler,West Indies,20,11.25 Cr,11.25,lost,cricbuzz_all_bids_playwright
2024,LSG,966,Sunrisers Hyderabad,Harshal Patel,Bowler,India,2,11.50 Cr,11.5,lost,cricbuzz_all_bids_playwright
2024,LSG,966,Sunrisers Hyderabad,Gerald Coetzee,Allrounder,South Africa,4,4.80 Cr,4.8,lost,cricbuzz_all_bids_playwright
