year,viewing_team_code,viewing_team_id,viewing_team_name,player_name,role,country,num_bids,last_bid_raw,last_bid_cr,bid_war,source
2024,DC,61,Sunrisers Hyderabad,Swastik Chikara,Batter,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2024,DC,61,Sunrisers Hyderabad,Shai Hope,WK-Batter,West Indies,1,75.00 L,0.75,won,cricbuzz_all_bids_playwright
2024,DC,61,Sunrisers Hyderabad,Rilee Rossouw,Batter,South Africa,15,7.80 Cr,7.8,lost,cricbuzz_all_bids_playwright
2024,DC,61,Sunrisers Hyderabad,Sumit Kumar,Allrounder,India,9,1.00 Cr,1.0,won,cricbuzz_all_bids_playwright
2024,DC,61,Sunrisers Hyderabad,Jhye Richardson,Bowler,Australia,11,5.00 Cr,5.0,won,cricbuzz_all_bids_playwright
2024,DC,61,Sunrisers Hyderabad,Spencer Johnson,Bowler,Australia,27,9.80 Cr,9.8,lost,cricbuzz_all_bids_playwright
2024,DC,61,Sunrisers Hyderabad,Rasikh Dar Salam,Bowler,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2024,DC,61,Sunrisers Hyderabad,Kumar Kushagra,WK-Batter,India,22,7.20 Cr,7.2,won,cricbuzz_all_bids_playwright
2024,DC,61,Sunrisers Hyderabad,Ricky Bhui,WK-Batter,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2024,DC,61,Sunrisers Hyderabad,Sameer Rizvi,Batter,India,2,8.20 Cr,8.2,lost,cricbuzz_all_bids_playwright
2024,DC,61,Sunrisers Hyderabad,Shubham Dubey,Batter,India,23,5.60 Cr,5.6,lost,cricbuzz_all_bids_playwright
2024,DC,61,Sunrisers Hyderabad,Mitchell Starc,Bowler,Australia,19,9.40 Cr,9.4,lost,cricbuzz_all_bids_playwright
2024,DC,61,Sunrisers Hyderabad,Jaydev Unadkat,Bowler,India,8,1.50 Cr,1.5,lost,cricbuzz_all_bids_playwright
2024,DC,61,Sunrisers Hyderabad,Umesh Yadav,Bowler,India,2,5.60 Cr,5.6,lost,cricbuzz_all_bids_playwright
2024,DC,61,Sunrisers Hyderabad,Alzarri Joseph,Bowler,West Indies,17,6.60 Cr,6.6,lost,cricbuzz_all_bids_playwright
2024,DC,61,Sunrisers Hyderabad,Tristan Stubbs,WK-Batter,South Africa,1,50.00 L,0.5,won,cricbuzz_all_bids_playwright
2024,DC,61,Sunrisers Hyderabad,Daryl Mitchell,Allrounder,New Zealand,29,11.50 Cr,11.5,lost,cricbuzz_all_bids_playwright
2024,DC,61,Sunrisers Hyderabad,Rachin Ravindra,Allrounder,New Zealand,5,95.00 L,0.95,lost,cricbuzz_all_bids_playwright
2024,DC,61,Sunrisers Hyderabad,Harry Brook,Batter,England,6,4.00 Cr,4.0,won,cricbuzz_all_bids_playwright
