year,player_name,role,country,status,base_price_raw,final_price_raw,price_cr,team_code,team,cricbuzz_player_id,source
2019,Anmolpreet Singh,Batter,India,sold,20.00 L,80.00 L,0.8,MI,MI,10947,cricbuzz_playwright
2019,Ankeet Bawne,Allrounder,India,sold,,20.00 L,0.2,,,8617,cricbuzz_playwright
2019,Sachin Baby,Batter,India,sold,,20.00 L,0.2,,,8709,cricbuzz_playwright
2019,Devdutt Padikkal,Batter,India,sold,20.00 L,20.00 L,0.2,RCB,RCB,13088,cricbuzz_playwright
2019,Fawad Ahmed,Bowler,Australia,sold,,50.00 L,0.5,,,8969,cricbuzz_playwright
2019,Khary Pie rre,Allrounder,West Indies,sold,,50.00 L,0.5,,,12678,cricbuzz_playwright
2019,Adam Zampa,Bowler,Australia,sold,,1.00 Cr,1.0,,,8642,cricbuzz_playwright
2019,Rahul Sharma,Bowler,India,sold,,50.00 L,0.5,,,6304,cricbuzz_playwright
2019,Mohit Sharma,Bowler,India,sold,50.00 L,5.00 Cr,5.0,CSK,CSK,8181,cricbuzz_playwright
2019,Varun Aaron,Bowler,India,sold,50.00 L,2.40 Cr,2.4,RR,RR,6293,cricbuzz_playwright
2019,Mohammed Sha mi,Bowler,India,sold,1.00 Cr,4.80 Cr,4.8,KXIP,KXIP,7909,cricbuzz_playwright
2019,Lasith Malinga,Bowler,Sri Lanka,sold,2.00 Cr,2.00 Cr,2.0,MI,MI,111,cricbuzz_playwright
2019,Ishant Sharma,Bowler,India,sold,75.00 L,1.10 Cr,1.1,DC,DC,702,cricbuzz_playwright
2019,Jaydev Unadkat,Bowler,,sold,1.50 Cr,8.40 Cr,8.4,RR,RR,6327,cricbuzz_playwright
2019,Wri ddhiman Saha,WK-Batter,India,sold,1.00 Cr,1.20 Cr,1.2,SRH,SRH,1465,cricbuzz_playwright
2019,Nicholas Pooran,WK-Batter,West Indies,sold,75.00 L,4.20 Cr,4.2,KXIP,KXIP,9406,cricbuzz_playwright
2019,Jonny Bairstow,WK-Batter,England,sold,1.50 Cr,2.20 Cr,2.2,SRH,SRH,6507,cricbuzz_playwright
2019,Axar Patel,Allrounder,India,sold,1.00 Cr,5.00 Cr,5.0,DC,DC,8808,cricbuzz_playwright
2019,Ben McDermott,WK-Batter,Australia,sold,,50.00 L,0.5,,,9453,cricbuzz_playwright
2019,Naman Ojha,WK-Batter,India,sold,,75.00 L,0.75,,,1599,cricbuzz_playwright
2019,Moises Henriques,Allrounder,Australia,sold,1.00 Cr,1.00 Cr,1.0,KXIP,KXIP,1437,cricbuzz_playwright
2019,Gurkeerat Singh Mann,Batter,India,sold,50.00 L,50.00 L,0.5,RCB,RCB,8298,cricbuzz_playwright
2019,Carlos Brathwaite,Allrounder,West Indies,sold,75.00 L,5.00 Cr,5.0,KKR,KKR,8110,cricbuzz_playwright
2019,Chris Woakes,Allrounder,England,sold,,2.00 Cr,2.0,,,6670,cricbuzz_playwright
2019,Brendon McCullum,WK-Batter,New Zealand,sold,,2.00 Cr,2.0,,,201,cricbuzz_playwright
2019,Shimron Hetmyer,Batter,West Indies,sold,50.00 L,4.20 Cr,4.2,RCB,RCB,9789,cricbuzz_playwright
2019,Hanuma Vihari,Allrounder,India,sold,50.00 L,2.00 Cr,2.0,DC,DC,8424,cricbuzz_playwright
2019,Alex Hales,Batter,England,sold,,1.50 Cr,1.5,,,6734,cricbuzz_playwright
2019,Cheteshwar Pujara,Batter,India,sold,,50.00 L,0.5,,,1448,cricbuzz_playwright
2019,Mandeep Singh,Batter,India,traded,,,0.0,KXIP,KXIP,6319,cricbuzz_playwright
2019,Abhishek Sharma,Allrounder,India,traded,,,0.0,SRH,SRH,12086,cricbuzz_playwright
2019,Shahbaz Nadeem,Bowler,India,traded,,,0.0,SRH,SRH,7906,cricbuzz_playwright
2019,Vijay Shankar,Allrounder,India,traded,,,0.0,SRH,SRH,8204,cricbuzz_playwright
2019,Shakib Al Hasan,Allrounder,Bangladesh,retained,,2.00 Cr,2.0,SRH,SRH,544,cricbuzz_playwright
2019,Mohammad Nabi,Allrounder,Afghanistan,retained,,1.00 Cr,1.0,SRH,SRH,3007,cricbuzz_playwright
2019,Rashid Khan,Bowler,Afghanistan,retained,,9.00 Cr,9.0,SRH,SRH,10738,cricbuzz_playwright
2019,Kane Williamson,Batter,New Zealand,retained,,3.00 Cr,3.0,SRH,SRH,6326,cricbuzz_playwright
2019,David Warner,Batter,Australia,retained,,12.00 Cr,12.0,SRH,SRH,1739,cricbuzz_playwright
2019,Billy Stanlake,Bowler,Australia,retained,,50.00 L,0.5,SRH,SRH,9572,cricbuzz_playwright
2019,Yusuf Pathan,Allrounder,India,retained,,1.90 Cr,1.9,SRH,SRH,790,cricbuzz_playwright
2019,K Khaleel Ahmed,Bowler,India,retained,,3.00 Cr,3.0,SRH,SRH,10952,cricbuzz_playwright
2019,Shreevats Goswa mi,WK-Batter,India,retained,,1.00 Cr,1.0,SRH,SRH,1807,cricbuzz_playwright
2019,Si ddarth Kaul,Bowler,India,retained,,3.80 Cr,3.8,SRH,SRH,1828,cricbuzz_playwright
2019,Sandeep Sharma,Bowler,India,retained,,3.00 Cr,3.0,SRH,SRH,8356,cricbuzz_playwright
2019,Ricky Bhui,Batter,India,retained,,20.00 L,0.2,SRH,SRH,9425,cricbuzz_playwright
2019,T Natarajan,Bowler,India,retained,,40.00 L,0.4,SRH,SRH,10225,cricbuzz_playwright
2019,Manish Pandey,Batter,India,retained,,11.00 Cr,11.0,SRH,SRH,1836,cricbuzz_playwright
2019,Deepak Hooda,Allrounder,India,retained,,3.60 Cr,3.6,SRH,SRH,9427,cricbuzz_playwright
2019,Bhuvneshwar Kumar,Bowler,India,retained,,8.50 Cr,8.5,SRH,SRH,1726,cricbuzz_playwright
2019,Basil Thampi,Bowler,India,retained,,95.00 L,0.95,SRH,SRH,10267,cricbuzz_playwright
2019,Ravichandran Ashwin,Allrounder,India,retained,,7.60 Cr,7.6,KXIP,KXIP,1593,cricbuzz_playwright
2019,David Miller,Batter,South Africa,retained,,3.00 Cr,3.0,KXIP,KXIP,6349,cricbuzz_playwright
2019,Karun Nair,Batter,India,retained,,5.60 Cr,5.6,KXIP,KXIP,8257,cricbuzz_playwright
2019,Mujeeb Ur Rahman,Bowler,Afghanistan,retained,,4.00 Cr,4.0,KXIP,KXIP,12071,cricbuzz_playwright
2019,Ankit Rajpoot,Bowler,India,retained,,3.00 Cr,3.0,KXIP,KXIP,8924,cricbuzz_playwright
2019,Mayank Agarwal,Batter,India,retained,,1.00 Cr,1.0,KXIP,KXIP,2195,cricbuzz_playwright
2019,Andrew Tye,Bowler,Australia,retained,,7.20 Cr,7.2,KXIP,KXIP,9617,cricbuzz_playwright
2019,Chris Gayle,Batter,West Indies,retained,,2.00 Cr,2.0,KXIP,KXIP,247,cricbuzz_playwright
2019,Lokesh Rahul,WK-Batter,India,retained,,11.00 Cr,11.0,KXIP,KXIP,8733,cricbuzz_playwright
2019,Mahipal Lomror,Allrounder,India,retained,,20.00 L,0.2,RR,RR,10954,cricbuzz_playwright
2019,Dhawal Kulkarni,Bowler,India,retained,,75.00 L,0.75,RR,RR,1451,cricbuzz_playwright
2019,Ish Sodhi,Bowler,New Zealand,retained,,50.00 L,0.5,RR,RR,8561,cricbuzz_playwright
2019,Jofra Archer,Allrounder,West Indies,retained,,7.20 Cr,7.2,RR,RR,11540,cricbuzz_playwright
2019,Jos Buttler,WK-Batter,England,retained,,4.40 Cr,4.4,RR,RR,2258,cricbuzz_playwright
2019,Steven S mith,Batter,Australia,retained,,12.00 Cr,12.0,RR,RR,2250,cricbuzz_playwright
2019,Ben Stokes,Allrounder,England,retained,,12.50 Cr,12.5,RR,RR,6557,cricbuzz_playwright
2019,Rahul Tripathi,Batter,India,retained,,3.40 Cr,3.4,RR,RR,9012,cricbuzz_playwright
2019,Stuart Binny,Allrounder,India,retained,,50.00 L,0.5,RR,RR,1530,cricbuzz_playwright
2019,Prashant Chopra,WK-Batter,India,retained,,20.00 L,0.2,RR,RR,8425,cricbuzz_playwright
2019,Sudhesan Midhun,Allrounder,India,retained,,20.00 L,0.2,RR,RR,13520,cricbuzz_playwright
2019,Aryaman Birla,Batter,India,retained,,30.00 L,0.3,RR,RR,13263,cricbuzz_playwright
2019,Shreyas Gopal,Allrounder,India,retained,,20.00 L,0.2,RR,RR,9746,cricbuzz_playwright
2019,Sanju Samson,WK-Batter,India,retained,,8.00 Cr,8.0,RR,RR,8271,cricbuzz_playwright
2019,Krishnappa Gowtham,Allrounder,India,retained,,6.20 Cr,6.2,RR,RR,8925,cricbuzz_playwright
2019,Ajinkya Rahane,Batter,India,retained,,4.00 Cr,4.0,RR,RR,1447,cricbuzz_playwright
2019,Kamlesh Nagarkoti,Bowler,India,retained,,3.20 Cr,3.2,KKR,KKR,12092,cricbuzz_playwright
2019,Rinku Singh,Batter,India,retained,,80.00 L,0.8,KKR,KKR,10896,cricbuzz_playwright
2019,Nitish Rana,Batter,India,retained,,3.40 Cr,3.4,KKR,KKR,9204,cricbuzz_playwright
2019,Shivam Mavi,Allrounder,India,retained,,3.00 Cr,3.0,KKR,KKR,12345,cricbuzz_playwright
2019,Prasidh Krishna,Bowler,India,retained,,20.00 L,0.2,KKR,KKR,10551,cricbuzz_playwright
2019,Kuldeep Yadav,Bowler,India,retained,,5.80 Cr,5.8,KKR,KKR,8292,cricbuzz_playwright
2019,Piyush Chawla,Allrounder,India,retained,,4.20 Cr,4.2,KKR,KKR,466,cricbuzz_playwright
2019,Shubman Gill,Batter,India,retained,,1.80 Cr,1.8,KKR,KKR,11808,cricbuzz_playwright
2019,Sunil Narine,Bowler,West Indies,retained,,8.50 Cr,8.5,KKR,KKR,2276,cricbuzz_playwright
2019,Andre Russell,Allrounder,West Indies,retained,,7.00 Cr,7.0,KKR,KKR,7736,cricbuzz_playwright
2019,Chris Lynn,Batter,Australia,retained,,9.60 Cr,9.6,KKR,KKR,7752,cricbuzz_playwright
2019,Robin Uthappa,WK-Batter,India,retained,,6.40 Cr,6.4,KKR,KKR,527,cricbuzz_playwright
2019,Dinesh Karthik,WK-Batter,India,retained,,7.40 Cr,7.4,KKR,KKR,145,cricbuzz_playwright
2019,Shikhar Dhawan,Batter,India,traded,,,0.0,DC,DC,1446,cricbuzz_playwright
2019,Trent Boult,Bowler,New Zealand,retained,,2.20 Cr,2.2,DC,DC,8117,cricbuzz_playwright
2019,Sandeep La michhane,Bowler,Nepal,retained,,20.00 L,0.2,DC,DC,11158,cricbuzz_playwright
2019,Kagiso Rabada,Bowler,South Africa,retained,,4.20 Cr,4.2,DC,DC,9585,cricbuzz_playwright
2019,Chris Mo rris,Allrounder,South Africa,retained,,7.10 Cr,7.1,DC,DC,8333,cricbuzz_playwright
2019,Colin Munro,Allrounder,New Zealand,retained,,1.90 Cr,1.9,DC,DC,8085,cricbuzz_playwright
2019,Manjot Kalra,Batter,India,retained,,20.00 L,0.2,DC,DC,12566,cricbuzz_playwright
2019,Jayant Yadav,Bowler,India,retained,,50.00 L,0.5,DC,DC,8182,cricbuzz_playwright
2019,Rahul Tewatia,Bowler,India,retained,,3.00 Cr,3.0,DC,DC,9693,cricbuzz_playwright
2019,Harshal Patel,Bowler,India,retained,,20.00 L,0.2,DC,DC,8175,cricbuzz_playwright
2019,Avesh Khan,Bowler,India,retained,,70.00 L,0.7,DC,DC,9781,cricbuzz_playwright
2019,A mit Mishra,Bowler,India,retained,,4.00 Cr,4.0,DC,DC,1454,cricbuzz_playwright
2019,Prithvi Shaw,Batter,India,retained,,1.20 Cr,1.2,DC,DC,12094,cricbuzz_playwright
2019,Rishabh Pant,WK-Batter,India,retained,,8.00 Cr,8.0,DC,DC,10744,cricbuzz_playwright
2019,Shreyas Iyer,Batter,India,retained,,7.00 Cr,7.0,DC,DC,9428,cricbuzz_playwright
2019,Marcus Stoinis,Allrounder,Australia,traded,,,0.0,RCB,RCB,8989,cricbuzz_playwright
2019,Kulwant Khejroliya,Bowler,India,retained,,85.00 L,0.85,RCB,RCB,12643,cricbuzz_playwright
2019,Navdeep Saini,Bowler,India,retained,,3.00 Cr,3.0,RCB,RCB,9715,cricbuzz_playwright
2019,Umesh Yadav,Bowler,India,retained,,4.20 Cr,4.2,RCB,RCB,1858,cricbuzz_playwright
2019,Tim Southee,Bowler,New Zealand,retained,,1.00 Cr,1.0,RCB,RCB,1057,cricbuzz_playwright
2019,Colin de Grandhomme,Allrounder,New Zealand,retained,,2.20 Cr,2.2,RCB,RCB,8081,cricbuzz_playwright
2019,Mohammed Siraj,Bowler,India,retained,,2.60 Cr,2.6,RCB,RCB,10808,cricbuzz_playwright
2019,Moeen Ali,Allrounder,England,retained,,1.70 Cr,1.7,RCB,RCB,6692,cricbuzz_playwright
2019,Nathan Coulter-Nile,Bowler,Australia,retained,,2.20 Cr,2.2,RCB,RCB,7774,cricbuzz_playwright
2019,Pawan Negi,Allrounder,India,retained,,1.00 Cr,1.0,RCB,RCB,8281,cricbuzz_playwright
2019,Washin gton Sundar,Allrounder,India,retained,,3.20 Cr,3.2,RCB,RCB,10945,cricbuzz_playwright
2019,Yuzvendra Chahal,Bowler,India,retained,,6.00 Cr,6.0,RCB,RCB,7910,cricbuzz_playwright
2019,Parthiv Patel,WK-Batter,India,retained,,1.70 Cr,1.7,RCB,RCB,74,cricbuzz_playwright
2019,AB de Villiers,WK-Batter,South Africa,retained,,11.00 Cr,11.0,RCB,RCB,370,cricbuzz_playwright
2019,Virat Kohli,Batter,India,retained,,17.00 Cr,17.0,RCB,RCB,1413,cricbuzz_playwright
2019,Chaitanya Bishnoi,Allrounder,India,retained,,20.00 L,0.2,CSK,CSK,10672,cricbuzz_playwright
2019,Monu Kumar,Allrounder,India,retained,,20.00 L,0.2,CSK,CSK,9783,cricbuzz_playwright
2019,Shardul Thakur,Bowler,India,retained,,2.60 Cr,2.6,CSK,CSK,8683,cricbuzz_playwright
2019,N Jagadeesan,WK-Batter,India,retained,,20.00 L,0.2,CSK,CSK,11675,cricbuzz_playwright
2019,Dhruv Shorey,Batter,India,retained,,20.00 L,0.2,CSK,CSK,9205,cricbuzz_playwright
2019,Karn Sharma,Bowler,India,retained,,5.00 Cr,5.0,CSK,CSK,1844,cricbuzz_playwright
2019,KM Asif,Bowler,India,retained,,40.00 L,0.4,CSK,CSK,13483,cricbuzz_playwright
2019,Deepak Chahar,Bowler,India,retained,,80.00 L,0.8,CSK,CSK,7836,cricbuzz_playwright
2019,Harbhajan Singh,Bowler,India,retained,,2.00 Cr,2.0,CSK,CSK,75,cricbuzz_playwright
2019,Ambati Rayudu,WK-Batter,India,retained,,2.20 Cr,2.2,CSK,CSK,6311,cricbuzz_playwright
2019,Kedar Jadhav,Allrounder,India,retained,,7.80 Cr,7.8,CSK,CSK,1851,cricbuzz_playwright
2019,Imran Tahir,Bowler,South Africa,retained,,1.00 Cr,1.0,CSK,CSK,6667,cricbuzz_playwright
2019,Lungi Ngidi,Bowler,South Africa,retained,,50.00 L,0.5,CSK,CSK,9603,cricbuzz_playwright
2019,Shane Watson,Allrounder,Australia,retained,,4.00 Cr,4.0,CSK,CSK,158,cricbuzz_playwright
2019,Dwayne Bravo,Allrounder,West Indies,retained,,6.40 Cr,6.4,CSK,CSK,242,cricbuzz_playwright
2019,David Willey,Allrounder,England,retained,,2.00 Cr,2.0,CSK,CSK,6592,cricbuzz_playwright
2019,Mitchell Santner,Allrounder,New Zealand,retained,,50.00 L,0.5,CSK,CSK,10100,cricbuzz_playwright
2019,Sam Billings,WK-Batter,England,retained,,1.00 Cr,1.0,CSK,CSK,7990,cricbuzz_playwright
2019,Ravindra Jadeja,Allrounder,India,retained,,7.00 Cr,7.0,CSK,CSK,587,cricbuzz_playwright
2019,Murali Vijay,Batter,India,retained,,2.00 Cr,2.0,CSK,CSK,1597,cricbuzz_playwright
2019,Faf du Plessis,Batter,South Africa,retained,,1.60 Cr,1.6,CSK,CSK,7825,cricbuzz_playwright
2019,Suresh Raina,Batter,India,retained,,11.00 Cr,11.0,CSK,CSK,413,cricbuzz_playwright
2019,MS Dhoni,WK-Batter,India,retained,,15.00 Cr,15.0,CSK,CSK,265,cricbuzz_playwright
2019,Quinton de Kock,WK-Batter,South Africa,traded,,,0.0,MI,MI,8520,cricbuzz_playwright
2019,Jason Behrendorff,Bowler,Australia,retained,,1.50 Cr,1.5,MI,MI,7773,cricbuzz_playwright
2019,Adam Milne,Bowler,New Zealand,retained,,75.00 L,0.75,MI,MI,7625,cricbuzz_playwright
2019,Mitchell McClenaghan,Bowler,New Zealand,retained,,1.00 Cr,1.0,MI,MI,7624,cricbuzz_playwright
2019,Ben Cutting,Allrounder,Australia,retained,,2.20 Cr,2.2,MI,MI,8118,cricbuzz_playwright
2019,Kieron Pollard,Allrounder,West Indies,retained,,5.40 Cr,5.4,MI,MI,657,cricbuzz_playwright
2019,Evin Lewis,Batter,West Indies,retained,,3.80 Cr,3.8,MI,MI,8579,cricbuzz_playwright
2019,Aditya Tare,WK-Batter,India,retained,,20.00 L,0.2,MI,MI,6315,cricbuzz_playwright
2019,Si ddhesh Lad,Batter,India,retained,,20.00 L,0.2,MI,MI,9218,cricbuzz_playwright
2019,Anukul Roy,Allrounder,India,retained,,20.00 L,0.2,MI,MI,12344,cricbuzz_playwright
2019,Rahul Chahar,Bowler,India,retained,,1.90 Cr,1.9,MI,MI,12087,cricbuzz_playwright
2019,Mayank Markande,Bowler,India,retained,,20.00 L,0.2,MI,MI,12627,cricbuzz_playwright
2019,Suryakumar Yadav,Batter,India,retained,,3.20 Cr,3.2,MI,MI,7915,cricbuzz_playwright
2019,Ishan Kishan,WK-Batter,India,retained,,6.20 Cr,6.2,MI,MI,10276,cricbuzz_playwright
2019,Krunal Pandya,Allrounder,India,retained,,8.80 Cr,8.8,MI,MI,11311,cricbuzz_playwright
2019,Jasprit Bumrah,Bowler,India,retained,,7.00 Cr,7.0,MI,MI,9311,cricbuzz_playwright
2019,Hardik Pandya,Allrounder,India,retained,,11.00 Cr,11.0,MI,MI,9647,cricbuzz_playwright
2019,Rohit Sharma,Batter,India,retained,,15.00 Cr,15.0,MI,MI,576,cricbuzz_playwright
2019,Tanmay Mishra BatterKenyaun,,,sold,20.00 L,20.00 L,0.2,,,551,cricbuzz_playwright
2019,top pickSam Cu rran,Allrounder,England,sold,2.00 Cr,7.20 Cr,7.2,KXIP,KXIP,10420,cricbuzz_playwright
2019,top pickVarun Chakravarthy,Bowler,India,sold,20.00 L,8.40 Cr,8.4,KXIP,KXIP,12926,cricbuzz_playwright
2019,top pickJaydev Unadkat,Bowler,India,sold,1.50 Cr,8.40 Cr,8.4,RR,RR,6327,cricbuzz_playwright
2019,Mandeep Singh,Batter,India,traded,,1.40 Cr,1.4,KXIP,KXIP,6319,cricbuzz_playwright
2019,Abhishek Sharma,Allrounder,India,traded,,55.00 L,0.55,SRH,SRH,12086,cricbuzz_playwright
2019,Shahbaz Nadeem,Bowler,India,traded,,3.20 Cr,3.2,SRH,SRH,7906,cricbuzz_playwright
2019,Vijay Shankar,Allrounder,India,traded,,3.20 Cr,3.2,SRH,SRH,8204,cricbuzz_playwright
2019,Shikhar Dhawan,Batter,India,traded,,5.20 Cr,5.2,DC,DC,1446,cricbuzz_playwright
2019,Marcus Stoinis,Allrounder,Australia,traded,,6.20 Cr,6.2,RCB,RCB,8989,cricbuzz_playwright
2019,Quinton de Kock,WK-Batter,South Africa,traded,,2.80 Cr,2.8,MI,MI,8520,cricbuzz_playwright
2020,Vinay Kumar,Bowler,India,sold,,1.00 Cr,1.0,,,1449,cricbuzz_playwright
2020,Kesrick Williams,Bowler,West Indies,sold,,50.00 L,0.5,,,11443,cricbuzz_playwright
2020,Isuru Udana,Allrounder,Sri Lanka,sold,50.00 L,50.00 L,0.5,RCB,RCB,1920,cricbuzz_playwright
2020,Tom Cu rran,Allrounder,England,sold,1.00 Cr,1.00 Cr,1.0,RR,RR,9522,cricbuzz_playwright
2020,Nikhil Naik,Batter,India,sold,20.00 L,20.00 L,0.2,KKR,KKR,9295,cricbuzz_playwright
2020,Shahbaz Ahmed,WK-Batter,India,sold,20.00 L,20.00 L,0.2,RCB,RCB,14606,cricbuzz_playwright
2020,Lalit Yadav,Allrounder,India,sold,20.00 L,20.00 L,0.2,DC,DC,13252,cricbuzz_playwright
2020,Andrew Tye,Bowler,Australia,sold,1.00 Cr,1.00 Cr,1.0,RR,RR,9617,cricbuzz_playwright
2020,Dale Steyn,Bowler,South Africa,sold,2.00 Cr,2.00 Cr,2.0,RCB,RCB,508,cricbuzz_playwright
2020,Mark Wood,Bowler,England,sold,,50.00 L,0.5,,,8383,cricbuzz_playwright
2020,Marcus Stoinis,Allrounder,Australia,sold,1.00 Cr,4.80 Cr,4.8,DC,DC,8989,cricbuzz_playwright
2020,Colin Munro,Allrounder,New Zealand,sold,,1.00 Cr,1.0,,,8085,cricbuzz_playwright
2020,Ben Cutting,Allrounder,Australia,sold,,75.00 L,0.75,,,8118,cricbuzz_playwright
2020,Ravisrinivasan Sai Kishore,Bowler,India,sold,20.00 L,20.00 L,0.2,CSK,CSK,11595,cricbuzz_playwright
2020,Tushar Deshpande,Bowler,India,sold,20.00 L,20.00 L,0.2,DC,DC,11307,cricbuzz_playwright
2020,Simran Singh,WK-Batter,India,sold,20.00 L,55.00 L,0.55,KXIP,KXIP,14254,cricbuzz_playwright
2020,Srikar Bharat,WK-Batter,India,sold,,20.00 L,0.2,,,9025,cricbuzz_playwright
2020,Daniel Sams,Allrounder,Australia,sold,,20.00 L,0.2,,,13162,cricbuzz_playwright
2020,Shahrukh Khan,Allrounder,India,sold,,20.00 L,0.2,,,10226,cricbuzz_playwright
2020,Pavan Deshpande,Allrounder,India,sold,20.00 L,20.00 L,0.2,RCB,RCB,10364,cricbuzz_playwright
2020,Rohan Kadam,Batter,India,sold,,20.00 L,0.2,,,10478,cricbuzz_playwright
2020,Mohit Sharma,Bowler,India,sold,50.00 L,50.00 L,0.5,DC,DC,8181,cricbuzz_playwright
2020,K usal Perera,WK-Batter,Sri Lanka,sold,,50.00 L,0.5,,,8116,cricbuzz_playwright
2020,Colin de Grandhomme,Allrounder,New Zealand,sold,,75.00 L,0.75,,,8081,cricbuzz_playwright
2020,Sanjay Yadav,Batter,India,sold,20.00 L,20.00 L,0.2,SRH,SRH,11631,cricbuzz_playwright
2020,Prince Balwant Rai,Allrounder,India,sold,20.00 L,20.00 L,0.2,MI,MI,16001,cricbuzz_playwright
2020,Digvijay Deshmukh,Bowler,India,sold,20.00 L,20.00 L,0.2,MI,MI,15747,cricbuzz_playwright
2020,Aniru ddha Joshi,Allrounder,India,sold,20.00 L,20.00 L,0.2,RR,RR,7716,cricbuzz_playwright
2020,Saurabh Dubey,Bowler,India,sold,,20.00 L,0.2,,,15766,cricbuzz_playwright
2020,Vaibhav Arora,Bowler,India,sold,,20.00 L,0.2,,,15861,cricbuzz_playwright
2020,George Garton,Bowler,England,sold,,20.00 L,0.2,,,10924,cricbuzz_playwright
2020,Nathan Ellis,Bowler,Australia,sold,,20.00 L,0.2,,,15480,cricbuzz_playwright
2020,Abdul Samad,Batter,India,sold,20.00 L,20.00 L,0.2,SRH,SRH,14628,cricbuzz_playwright
2020,Sujit Nayak,Batter,India,sold,,20.00 L,0.2,,,8262,cricbuzz_playwright
2020,Tajinder Singh,Batter,India,sold,20.00 L,20.00 L,0.2,KXIP,KXIP,12506,cricbuzz_playwright
2020,Yudhvir Singh,Bowler,India,sold,,20.00 L,0.2,,,15749,cricbuzz_playwright
2020,Liam Plunkett,Bowler,England,sold,,1.00 Cr,1.0,,,479,cricbuzz_playwright
2020,James Pattinson,Bowler,Australia,sold,,1.00 Cr,1.0,,,2283,cricbuzz_playwright
2020,Pravin Tambe,Bowler,India,sold,20.00 L,20.00 L,0.2,KKR,KKR,9237,cricbuzz_playwright
2020,Kuldeep Sen,Bowler,India,sold,,20.00 L,0.2,,,14336,cricbuzz_playwright
2020,Aryan Juyal,WK-Batter,India,sold,,20.00 L,0.2,,,13388,cricbuzz_playwright
2020,Su mit Kumar,Allrounder,India,sold,,20.00 L,0.2,,,14650,cricbuzz_playwright
2020,Oshane Thomas,Bowler,West Indies,sold,50.00 L,50.00 L,0.5,RR,RR,11442,cricbuzz_playwright
2020,Kane Richardson,Bowler,Australia,sold,1.50 Cr,4.00 Cr,4.0,RCB,RCB,6262,cricbuzz_playwright
2020,Matt Henry,Bowler,New Zealand,sold,,50.00 L,0.5,,,9067,cricbuzz_playwright
2020,Sean Abbott,Bowler,Australia,sold,,75.00 L,0.75,,,8136,cricbuzz_playwright
2020,Chris Jordan,Bowler,England,sold,75.00 L,3.00 Cr,3.0,KXIP,KXIP,6532,cricbuzz_playwright
2020,Jason Holder,Allrounder,West Indies,sold,,75.00 L,0.75,,,8313,cricbuzz_playwright
2020,Fabian Allen,Allrounder,West Indies,sold,50.00 L,50.00 L,0.5,SRH,SRH,9785,cricbuzz_playwright
2020,Tom Banton,WK-Batter,England,sold,1.00 Cr,1.00 Cr,1.0,KKR,KKR,12254,cricbuzz_playwright
2020,Rahul Shukla,Bowler,India,sold,,20.00 L,0.2,,,8261,cricbuzz_playwright
2020,Mohsin Khan,Bowler,India,sold,20.00 L,20.00 L,0.2,MI,MI,13534,cricbuzz_playwright
2020,Josh Philippe,WK-Batter,Australia,sold,20.00 L,20.00 L,0.2,RCB,RCB,13172,cricbuzz_playwright
2020,Shams Mulani,Allrounder,India,sold,,20.00 L,0.2,,,13496,cricbuzz_playwright
2020,Chris Green,Allrounder,Australia,sold,20.00 L,20.00 L,0.2,KKR,KKR,10162,cricbuzz_playwright
2020,Praveen Dubey,Bowler,India,sold,,20.00 L,0.2,,,10484,cricbuzz_playwright
2020,Bavanaka Sandeep,Allrounder,India,sold,20.00 L,20.00 L,0.2,SRH,SRH,8696,cricbuzz_playwright
2020,Ayush Badoni,Allrounder,India,sold,,20.00 L,0.2,,,13907,cricbuzz_playwright
2020,Adam Milne,Bowler,New Zealand,sold,,50.00 L,0.5,,,7625,cricbuzz_playwright
2020,Josh Hazlewood,Bowler,Australia,sold,2.00 Cr,2.00 Cr,2.0,CSK,CSK,6258,cricbuzz_playwright
2020,Mustafizur Rahman,Bowler,Bangladesh,sold,,1.00 Cr,1.0,,,9863,cricbuzz_playwright
2020,Alza rri Joseph,Bowler,West Indies,sold,,50.00 L,0.5,,,11220,cricbuzz_playwright
2020,Barinder Sran,Bowler,India,sold,,50.00 L,0.5,,,9214,cricbuzz_playwright
2020,Anrich Nortje,Bowler,South Africa,sold,,50.00 L,0.5,,,11427,cricbuzz_playwright
2020,James Neesham,Allrounder,New Zealand,sold,50.00 L,50.00 L,0.5,KXIP,KXIP,8983,cricbuzz_playwright
2020,Rishi Dhawan,Allrounder,India,sold,,50.00 L,0.5,,,8616,cricbuzz_playwright
2020,Andile Phehlukwayo,Allrounder,South Africa,sold,,50.00 L,0.5,,,9601,cricbuzz_playwright
2020,Mitchell Marsh,Allrounder,Australia,sold,2.00 Cr,2.00 Cr,2.0,SRH,SRH,6250,cricbuzz_playwright
2020,Carlos Brathwaite,Allrounder,West Indies,sold,,50.00 L,0.5,,,8110,cricbuzz_playwright
2020,Martin Guptill,Batter,New Zealand,sold,,1.00 Cr,1.0,,,1457,cricbuzz_playwright
2020,Colin Ingram,Batter,South Africa,sold,,50.00 L,0.5,,,7664,cricbuzz_playwright
2020,Manoj Tiwary,Batter,India,sold,,50.00 L,0.5,,,694,cricbuzz_playwright
2020,Saurabh Tiwary,Batter,India,sold,50.00 L,50.00 L,0.5,MI,MI,1601,cricbuzz_playwright
2020,David Miller,Batter,South Africa,sold,75.00 L,75.00 L,0.75,RR,RR,6349,cricbuzz_playwright
