year,viewing_team_code,viewing_team_id,viewing_team_name,player_name,role,country,num_bids,last_bid_raw,last_bid_cr,bid_war,source
2023,CSK,58,Sunrisers Hyderabad,Bhagath Varma,Allrounder,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2023,CSK,58,Sunrisers Hyderabad,Ajay Jadav Mandal,Allrounder,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2023,CSK,58,Sunrisers Hyderabad,Kyle Jamieson,Allrounder,New Zealand,1,1.00 Cr,1.0,won,cricbuzz_all_bids_playwright
2023,CSK,58,Sunrisers Hyderabad,Mukesh Kumar,Bowler,India,9,1.00 Cr,1.0,lost,cricbuzz_all_bids_playwright
2023,CSK,58,Sunrisers Hyderabad,Shivam Mavi,Bowler,India,6,95.00 L,0.95,lost,cricbuzz_all_bids_playwright
2023,CSK,58,Sunrisers Hyderabad,N Jagadeesan,WK-Batter,India,7,85.00 L,0.85,lost,cricbuzz_all_bids_playwright
2023,CSK,58,Sunrisers Hyderabad,Srikar Bharat,WK-Batter,India,9,1.00 Cr,1.0,lost,cricbuzz_all_bids_playwright
2023,CSK,58,Sunrisers Hyderabad,Nishant Sindhu,Allrounder,India,5,60.00 L,0.6,won,cricbuzz_all_bids_playwright
2023,CSK,58,Sunrisers Hyderabad,Shaik Rasheed,Batter,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2023,CSK,58,Sunrisers Hyderabad,Ajinkya Rahane,Batter,India,1,50.00 L,0.5,won,cricbuzz_all_bids_playwright
2023,CSK,58,Sunrisers Hyderabad,Mayank Agarwal,Batter,India,12,8.00 Cr,8.0,lost,cricbuzz_all_bids_playwright
2023,CSK,58,Sunrisers Hyderabad,Jason Holder,Allrounder,West Indies,9,5.50 Cr,5.5,lost,cricbuzz_all_bids_playwright
2023,CSK,58,Sunrisers Hyderabad,Nicholas Pooran,WK-Batter,West Indies,4,3.20 Cr,3.2,lost,cricbuzz_all_bids_playwright
2023,CSK,58,Sunrisers Hyderabad,Reece Topley,Bowler,England,6,1.80 Cr,1.8,lost,cricbuzz_all_bids_playwright
2023,CSK,58,Sunrisers Hyderabad,Ben Stokes,Allrounder,England,3,16.25 Cr,16.25,won,cricbuzz_all_bids_playwright
2023,CSK,58,Sunrisers Hyderabad,Sam Curran,Allrounder,England,8,15.25 Cr,15.25,lost,cricbuzz_all_bids_playwright
