year,viewing_team_code,viewing_team_id,viewing_team_name,player_name,role,country,num_bids,last_bid_raw,last_bid_cr,bid_war,source
2023,KKR,63,Sunrisers Hyderabad,Shakib Al Hasan,Allrounder,Bangladesh,1,1.50 Cr,1.5,won,cricbuzz_all_bids_playwright
2023,KKR,63,Sunrisers Hyderabad,Mandeep Singh,Batter,India,1,50.00 L,0.5,won,cricbuzz_all_bids_playwright
2023,KKR,63,Sunrisers Hyderabad,Litton Das,WK-Batter,Bangladesh,1,50.00 L,0.5,won,cricbuzz_all_bids_playwright
2023,KKR,63,Sunrisers Hyderabad,Kulwant Khejroliya,Bowler,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2023,KKR,63,Sunrisers Hyderabad,Avinash Singh,Bowler,India,4,55.00 L,0.55,lost,cricbuzz_all_bids_playwright
2023,KKR,63,Sunrisers Hyderabad,David Wiese,Allrounder,Namibia,1,1.00 Cr,1.0,won,cricbuzz_all_bids_playwright
2023,KKR,63,Sunrisers Hyderabad,Suyash Sharma,Bowler,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2023,KKR,63,Sunrisers Hyderabad,Rajan Kumar,Bowler,India,5,65.00 L,0.65,lost,cricbuzz_all_bids_playwright
2023,KKR,63,Sunrisers Hyderabad,Donavon Ferreira,WK-Batter,South Africa,3,45.00 L,0.45,lost,cricbuzz_all_bids_playwright
2023,KKR,63,Sunrisers Hyderabad,Harpreet Singh Bhatia,Batter,India,2,35.00 L,0.35,lost,cricbuzz_all_bids_playwright
2023,KKR,63,Sunrisers Hyderabad,Shivam Mavi,Bowler,India,7,1.00 Cr,1.0,lost,cricbuzz_all_bids_playwright
2023,KKR,63,Sunrisers Hyderabad,N Jagadeesan,WK-Batter,India,8,90.00 L,0.9,won,cricbuzz_all_bids_playwright
2023,KKR,63,Sunrisers Hyderabad,Vaibhav Arora,Allrounder,India,5,60.00 L,0.6,won,cricbuzz_all_bids_playwright
2023,KKR,63,Sunrisers Hyderabad,Nishant Sindhu,Allrounder,India,4,55.00 L,0.55,lost,cricbuzz_all_bids_playwright
2023,KKR,63,Sunrisers Hyderabad,Vivrant Sharma,Allrounder,India,15,2.40 Cr,2.4,lost,cricbuzz_all_bids_playwright
2023,KKR,63,Sunrisers Hyderabad,Heinrich Klaasen,WK-Batter,South Africa,1,1.10 Cr,1.1,lost,cricbuzz_all_bids_playwright
