year,viewing_team_code,viewing_team_id,viewing_team_name,player_name,role,country,num_bids,last_bid_raw,last_bid_cr,bid_war,source
2023,RCB,59,Sunrisers Hyderabad,Sonu Yadav,Allrounder,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2023,RCB,59,Sunrisers Hyderabad,Avinash Singh,Bowler,India,5,60.00 L,0.6,won,cricbuzz_all_bids_playwright
2023,RCB,59,Sunrisers Hyderabad,Rajan Kumar,Bowler,India,6,70.00 L,0.7,won,cricbuzz_all_bids_playwright
2023,RCB,59,Sunrisers Hyderabad,Manoj Bhandage,Allrounder,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2023,RCB,59,Sunrisers Hyderabad,Will Jacks,Allrounder,England,6,3.20 Cr,3.2,won,cricbuzz_all_bids_playwright
2023,RCB,59,Sunrisers Hyderabad,Manish Pandey,Batter,India,6,2.20 Cr,2.2,lost,cricbuzz_all_bids_playwright
2023,RCB,59,Sunrisers Hyderabad,Himanshu Sharma,Bowler,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2023,RCB,59,Sunrisers Hyderabad,Mayank Agarwal,Batter,India,7,2.60 Cr,2.6,lost,cricbuzz_all_bids_playwright
2023,RCB,59,Sunrisers Hyderabad,Reece Topley,Bowler,England,3,1.90 Cr,1.9,won,cricbuzz_all_bids_playwright
2023,RCB,59,Sunrisers Hyderabad,Ben Stokes,Allrounder,England,11,6.50 Cr,6.5,lost,cricbuzz_all_bids_playwright
2023,RCB,59,Sunrisers Hyderabad,Cameron Green,Allrounder,Australia,12,6.75 Cr,6.75,lost,cricbuzz_all_bids_playwright
2023,RCB,59,Sunrisers Hyderabad,Sam Curran,Allrounder,England,11,6.50 Cr,6.5,lost,cricbuzz_all_bids_playwright
2023,RCB,59,Sunrisers Hyderabad,Harry Brook,Batter,England,10,4.80 Cr,4.8,lost,cricbuzz_all_bids_playwright
