year,viewing_team_code,viewing_team_id,viewing_team_name,player_name,role,country,num_bids,last_bid_raw,last_bid_cr,bid_war,source
2021,PBKS,65,Sunrisers Hyderabad,Saurabh Kumar,Allrounder,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2021,PBKS,65,Sunrisers Hyderabad,Fabian Allen,Allrounder,West Indies,1,75.00 L,0.75,won,cricbuzz_all_bids_playwright
2021,PBKS,65,Sunrisers Hyderabad,Utkarsh Singh,Bowler,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2021,PBKS,65,Sunrisers Hyderabad,Jalaj Saxena,Allrounder,India,1,30.00 L,0.3,won,cricbuzz_all_bids_playwright
2021,PBKS,65,Sunrisers Hyderabad,Moises Henriques,Allrounder,Australia,11,4.20 Cr,4.2,won,cricbuzz_all_bids_playwright
2021,PBKS,65,Sunrisers Hyderabad,Kyle Jamieson,Bowler,New Zealand,14,14.75 Cr,14.75,lost,cricbuzz_all_bids_playwright
2021,PBKS,65,Sunrisers Hyderabad,Jagadeesha Suchith,Bowler,India,1,25.00 L,0.25,lost,cricbuzz_all_bids_playwright
2021,PBKS,65,Sunrisers Hyderabad,Riley Meredith,Bowler,Australia,25,8.00 Cr,8.0,won,cricbuzz_all_bids_playwright
2021,PBKS,65,Sunrisers Hyderabad,Shahrukh Khan,Allrounder,India,7,5.25 Cr,5.25,won,cricbuzz_all_bids_playwright
2021,PBKS,65,Sunrisers Hyderabad,Jhye Richardson,Allrounder,Australia,10,14.00 Cr,14.0,won,cricbuzz_all_bids_playwright
2021,PBKS,65,Sunrisers Hyderabad,Dawid Malan,Batter,England,1,1.50 Cr,1.5,won,cricbuzz_all_bids_playwright
2021,PBKS,65,Sunrisers Hyderabad,Chris Morris,Allrounder,South Africa,6,16.00 Cr,16.0,lost,cricbuzz_all_bids_playwright
2021,PBKS,65,Sunrisers Hyderabad,Moeen Ali,Allrounder,England,12,6.75 Cr,6.75,lost,cricbuzz_all_bids_playwright
2021,PBKS,65,Sunrisers Hyderabad,Shakib Al Hasan,Allrounder,Bangladesh,3,3.00 Cr,3.0,lost,cricbuzz_all_bids_playwright
