year,viewing_team_code,viewing_team_id,viewing_team_name,player_name,role,country,num_bids,last_bid_raw,last_bid_cr,bid_war,source
2021,DC,61,Sunrisers Hyderabad,Sam Billings,WK-Batter,England,1,2.00 Cr,2.0,won,cricbuzz_all_bids_playwright
2021,DC,61,Sunrisers Hyderabad,Tom Curran,Allrounder,England,11,5.25 Cr,5.25,won,cricbuzz_all_bids_playwright
2021,DC,61,Sunrisers Hyderabad,Kyle Jamieson,Bowler,New Zealand,21,8.75 Cr,8.75,lost,cricbuzz_all_bids_playwright
2021,DC,61,Sunrisers Hyderabad,Lukman Meriwala,Bowler,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2021,DC,61,Sunrisers Hyderabad,Manimaran Siddharth,Bowler,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2021,DC,61,Sunrisers Hyderabad,Riley Meredith,Bowler,Australia,25,7.75 Cr,7.75,lost,cricbuzz_all_bids_playwright
2021,DC,61,Sunrisers Hyderabad,Vishnu Vinod,WK-Batter,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2021,DC,61,Sunrisers Hyderabad,Shahrukh Khan,Allrounder,India,15,3.20 Cr,3.2,lost,cricbuzz_all_bids_playwright
2021,DC,61,Sunrisers Hyderabad,Ripal Patel,Bowler,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2021,DC,61,Sunrisers Hyderabad,Piyush Chawla,Allrounder,India,11,2.20 Cr,2.2,lost,cricbuzz_all_bids_playwright
2021,DC,61,Sunrisers Hyderabad,Jhye Richardson,Allrounder,Australia,19,11.25 Cr,11.25,lost,cricbuzz_all_bids_playwright
2021,DC,61,Sunrisers Hyderabad,Umesh Yadav,Bowler,India,1,1.00 Cr,1.0,won,cricbuzz_all_bids_playwright
2021,DC,61,Sunrisers Hyderabad,Nathan Coulter-Nile,Bowler,Australia,10,4.80 Cr,4.8,lost,cricbuzz_all_bids_playwright
2021,DC,61,Sunrisers Hyderabad,Shivam Dube,Allrounder,India,2,4.20 Cr,4.2,lost,cricbuzz_all_bids_playwright
2021,DC,61,Sunrisers Hyderabad,Steven Smith,Batter,Australia,1,2.20 Cr,2.2,won,cricbuzz_all_bids_playwright
