year,viewing_team_code,viewing_team_id,viewing_team_name,player_name,role,country,num_bids,last_bid_raw,last_bid_cr,bid_war,source
2021,MI,62,Sunrisers Hyderabad,Arjun Tendulkar,Allrounder,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2021,MI,62,Sunrisers Hyderabad,Marco Jansen,Allrounder,South Africa,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2021,MI,62,Sunrisers Hyderabad,Yudhvir Singh,Bowler,India,1,20.00 L,0.2,won,cricbuzz_all_bids_playwright
2021,MI,62,Sunrisers Hyderabad,James Neesham,Allrounder,New Zealand,1,50.00 L,0.5,won,cricbuzz_all_bids_playwright
2021,MI,62,Sunrisers Hyderabad,Piyush Chawla,Allrounder,India,12,2.40 Cr,2.4,won,cricbuzz_all_bids_playwright
2021,MI,62,Sunrisers Hyderabad,Nathan Coulter-Nile,Bowler,Australia,11,5.00 Cr,5.0,won,cricbuzz_all_bids_playwright
2021,MI,62,Sunrisers Hyderabad,Adam Milne,Bowler,New Zealand,14,3.20 Cr,3.2,won,cricbuzz_all_bids_playwright
2021,MI,62,Sunrisers Hyderabad,Chris Morris,Allrounder,South Africa,32,13.00 Cr,13.0,lost,cricbuzz_all_bids_playwright
